402211.27294449834  438695.2527808062  0.04876398904655236 | 1.470999995221886E14  1.1955565438579634E10  9.999999967517834E12 | -1.2081587245090741E11  8.584953585901517E10  0.04879729171334697 | 8899200.0
405278.6898530556  448735.34175375296  0.04972014569624127 | 1.4709999951281972E14  1.2071638889182116E10  9.99999996688093E12 | -1.2285909557738614E11  8.283231199982297E10  0.04975259246356545 | 8985600.0
408233.74345887  458851.1861463155  0.05068558542022976 | 1.470999995033599E14  1.2187712339777132E10  9.999999966237842E12 | -1.2482747246114487E11  7.976462681122903E10  0.0507171334037491 | 9072000.0
411074.5457240068  469040.036456869  0.05166030821851698 | 1.4709999949380912E14  1.2303785790364613E10  9.99999996558857E12 | -1.2671974546405495E11  7.6648311759654E10  0.05169091469723414 | 9158400.0
413799.27400557854  479299.095257904  0.05264431409110199 | 1.4709999948416738E14  1.2419859240944487E10  9.999999964933115E12 | -1.28534700508185E11  7.348523023535797E10  0.05267393654831988 | 9244800.0
416406.1723132671  489625.51865706  0.05363760303798383 | 1.470999994744347E14  1.2535932691516682E10  9.999999964271477E12 | -1.3027116791344695E11  7.02772765792335E10  0.053666199202460775 | 9331200.0
418893.552539098  500016.4177929454  0.05464017505916143 | 1.4709999946461103E14  1.2652006142081125E10  9.999999963603654E12 | -1.3192802321675945E11  6.7026375086427315E10  0.054667702946425895 | 9417600.0
421259.79565844015  510468.8603654862  0.05565203015463367 | 1.470999994546964E14  1.2768079592637745E10  9.999999962929648E12 | -1.3350418797204364E11  6.373447898696197E10  0.05567844810842518 | 9504000.0
423503.352901185  520979.8722005144  0.05667316832439936 | 1.470999994446908E14  1.288415304318647E10  9.999999962249459E12 | -1.3499863053035582E11  6.0403569403550224E10  0.056698435058202025 | 9590400.0
425622.74689204927  531546.4388482734  0.05770358956845723 | 1.4709999943459428E14  1.300022649372723E10  9.999999961563086E12 | -1.3641036679945273E11  5.703565428681707E10  0.05772766420709183 | 9676800.0
427616.57275892963  542165.5072154825  0.05874329388680597 | 1.4709999942440678E14  1.311629994425995E10  9.99999996087053E12 | -1.37738460982076E11  5.363276732816752E10  0.058766136008045915 | 9763200.0
429483.49920822645  552833.9872305674  0.05979228127944417 | 1.470999994141283E14  1.3232373394784561E10  9.99999996017179E12 | -1.389820262922344E11  5.019696685056267E10  0.05981385095562046 | 9849600.0
431222.26956604334  563548.7535416238  0.06085055174637038 | 1.470999994037589E14  1.334844684530099E10  9.999999959466865E12 | -1.4014022564875583E11  4.673033467749124E10  0.060870809585930045 | 9936000.0
432831.7027841595  574306.6472466463  0.06191810528758304 | 1.4709999939329853E14  1.3464520295809162E10  9.999999958755758E12 | -1.4121227234537405E11  4.3234974980450035E10  0.06193701247656538 | 1.00224E7
434310.69440966443  585104.4776555087  0.06299494190308057 | 1.470999993827472E14  1.3580593746309011E10  9.999999958038467E12 | -1.4219743069661044E11  3.9713013105273346E10  0.06301246024647489 | 1.01088E7
435658.2175171368  595939.0240831464  0.0640810615928613 | 1.4709999937210488E14  1.3696667196800465E10  9.999999957314992E12 | -1.4309501665870648E11  3.6166594377679E10  0.06409715355580978 | 1.01952E7
436873.32360224595  606807.0376733454  0.0651764643569235 | 1.4709999936137162E14  1.3812740647283447E10  9.999999956585334E12 | -1.439043984248591E11  3.2597882888427197E10  0.06519109310573235 | 1.02816E7
437955.14343564975  617705.243252499  0.06628115019526534 | 1.470999993505474E14  1.3928814097757889E10  9.999999955849492E12 | -1.4462499699400967E11  2.900906025851731E10  0.0662942796381871 | 1.0368E7
